outer_target,model,weighting,parameter_id,parameters_json,mean_balanced_log_loss,worst_balanced_log_loss,mean_roc_auc,selection_score
hungary,random_forest,site_class_balanced,0,"{""max_depth"": null, ""min_samples_leaf"": 20, ""n_estimators"": 500}",0.6102290588588293,0.6547824613837372,0.7587476512670498,0.6325057601212832
hungary,xgboost,site_class_balanced,0,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 300}",0.6464939446843826,0.80900651702567,0.7333251348525811,0.7277502308550263
switzerland,catboost,site_class_balanced,0,"{""depth"": 6, ""iterations"": 300, ""l2_leaf_reg"": 3.0}",0.5433124341701507,0.6857019417138015,0.8191392823591817,0.6145071879419761
switzerland,core_logistic,pooled,0,"{""C"": 0.1, ""l1_ratio"": 0.0}",0.5637910847735335,0.651531294273702,0.7908322169852049,0.6076611895236177
switzerland,elastic_net_logistic,site_class_balanced,0,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",0.877827582945304,1.1122651930298013,0.4882870269632448,0.9950463879875526
switzerland,hist_gradient_boosting,site_class_balanced,0,"{""l2_regularization"": 10.0, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",0.5704814448874981,0.6924008777156858,0.8004112228710591,0.631441161301592
switzerland,lightgbm,site_class_balanced,0,"{""min_child_samples"": 50, ""n_estimators"": 300, ""num_leaves"": 7}",0.551886606512404,0.6738710947406943,0.8093910126893461,0.6128788506265491
switzerland,logistic,pooled,0,"{""C"": 0.1, ""l1_ratio"": 0.0}",0.4960985147057831,0.6233772449519311,0.8375967829843396,0.5597378798288571
switzerland,logistic,site_class_balanced,0,"{""C"": 0.1, ""l1_ratio"": 0.0}",0.5230544879265159,0.6271604985723991,0.8407080476445935,0.5751074932494575
switzerland,mask_logistic,pooled,0,"{""C"": 0.1, ""l1_ratio"": 0.0}",0.7701487726194687,0.8213684349904213,0.6090868638863102,0.795758603804945
switzerland,random_forest,site_class_balanced,0,"{""max_depth"": null, ""min_samples_leaf"": 20, ""n_estimators"": 500}",0.5447164987431801,0.6087718762855214,0.8258933183778834,0.5767441875143507
switzerland,xgboost,site_class_balanced,0,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 300}",0.5348181101836336,0.6452852628783112,0.8257237753530823,0.5900516865309724
va_long_beach,catboost,site_class_balanced,0,"{""depth"": 6, ""iterations"": 300, ""l2_leaf_reg"": 10.0}",0.5241886790899754,0.5930954632928266,0.836639143614902,0.558642071191401
va_long_beach,core_logistic,pooled,0,"{""C"": 1.0, ""l1_ratio"": 0.0}",0.527190815693222,0.562742650878747,0.8130866537112585,0.5449667332859844
va_long_beach,elastic_net_logistic,site_class_balanced,0,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",0.878726726972142,1.7546107488033802,0.6865963241697762,1.316668737887761
va_long_beach,hist_gradient_boosting,site_class_balanced,0,"{""l2_regularization"": 10.0, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",0.620514872658321,0.713108548510313,0.8034648154449473,0.666811710584317
va_long_beach,lightgbm,site_class_balanced,0,"{""min_child_samples"": 20, ""n_estimators"": 300, ""num_leaves"": 15}",0.563799766120183,0.5945461413615917,0.8188218861861265,0.5791729537408874
va_long_beach,logistic,pooled,0,"{""C"": 0.1, ""l1_ratio"": 0.0}",0.5336969704586001,0.5819068619636122,0.8371462672315126,0.5578019162111061
va_long_beach,logistic,site_class_balanced,0,"{""C"": 0.1, ""l1_ratio"": 0.0}",0.5115416521799215,0.562715565215826,0.8265021440133995,0.5371286086978737
va_long_beach,mask_logistic,pooled,0,"{""C"": 0.1, ""l1_ratio"": 0.0}",0.8118966559779719,0.8471182392649019,0.43181455111345757,0.8295074476214369
va_long_beach,random_forest,site_class_balanced,0,"{""max_depth"": null, ""min_samples_leaf"": 20, ""n_estimators"": 500}",0.5354790904968472,0.5577434836382941,0.83706023351244,0.5466112870675706
va_long_beach,xgboost,site_class_balanced,0,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 300}",0.5578425037945512,0.5920165500591889,0.823136924721336,0.57492952692687
