representation,mechanism,batch_size,episodes,seeds,acceptance_rate,prior_coverage,prior_mae,mean_set_width,mean_selective_coverage,mean_selective_error,zero_shot_bll,always_point_bll,gated_bll,prior_oracle_bll,zero_shot_log_loss,always_point_log_loss,gated_log_loss,prior_oracle_log_loss
hybrid,unidentifiable_concept_reversal,128,20,2,1.0,0.3,0.3975,0.205,0.87421875,0.8787761443466613,1.9549662655443563,2.0576864103444366,2.0576864103444366,2.0269672270491124,1.955136378604322,2.4688013386287775,2.4688013386287775,1.66265430453951
hybrid,unidentifiable_concept_reversal,512,20,2,1.0,0.1,0.3825,0.0875,0.9486328125,0.8590031773489745,1.9717072129398734,2.052237106963431,2.052237106963431,2.054776859410893,1.9643006379371513,2.416179931776828,2.416179931776828,1.6881146743243813
learned,conditional_scale,32,20,2,1.0,1.0,0.1125,0.4225,0.7296875,0.15712237300430704,0.5461934032714888,0.6077114091691609,0.6077114091691609,0.5755373218256128,0.5978462053902842,0.5512740508940309,0.5512740508940309,0.5255034024668446
learned,conditional_scale,128,20,2,1.0,1.0,0.05499999999999999,0.22000000000000003,0.86171875,0.18660921293209617,0.5336489523694296,0.5676178975461067,0.5676178975461067,0.5562775863307389,0.5786458409205972,0.5114843192143753,0.5114843192143753,0.5047971096484452
learned,conditional_scale,512,20,2,1.0,1.0,0.019999999999999997,0.09999999999999999,0.93720703125,0.2077616137235634,0.5385917925726385,0.5701592900946267,0.5701592900946267,0.5707978944262502,0.5734856223366813,0.5091787017300158,0.5091787017300158,0.5079046801463923
learned,conditional_translation,32,20,2,1.0,0.9,0.1,0.3875,0.740625,0.09814551321253212,0.422655940772913,0.5994670574265161,0.5994670574265161,0.5140069598506588,0.41273532698378224,0.3839347083206883,0.3839347083206883,0.35354487964181047
learned,conditional_translation,128,20,2,0.75,0.6,0.06000000000000001,0.17333333333333334,0.6765625,0.14714434026347392,0.48004094546326825,0.6021069785986437,0.5907867055476561,0.5787994815684592,0.4619905667149603,0.43370894635744506,0.43046983055029386,0.41724847038212065
learned,conditional_translation,512,20,2,0.55,0.5,0.04,0.08181818181818182,0.52958984375,0.1428544660808477,0.48006082977480746,0.6030273282459934,0.5874970919010984,0.5899213883624963,0.4582189255390773,0.41777561713273165,0.41318218791382694,0.4099794828166815
learned,covariance_shear,32,20,2,1.0,1.0,0.1025,0.44000000000000006,0.684375,0.12531811113760233,0.4453233911533806,0.5234230845003149,0.5234230845003149,0.47010968742968295,0.4519668647445865,0.4674936118952936,0.4674936118952936,0.4328314922709067
learned,covariance_shear,128,20,2,1.0,0.95,0.04750000000000001,0.2125,0.878125,0.15055348033483695,0.430786150168034,0.4723248478917796,0.4723248478917796,0.45738433521548283,0.4302663005145912,0.40748399362748045,0.40748399362748045,0.40327467376583437
learned,covariance_shear,512,20,2,1.0,0.9,0.035,0.0875,0.95068359375,0.17491723839334364,0.4333038838071707,0.4641732451580383,0.4641732451580383,0.45784979792897335,0.43609125867906473,0.4128664227210789,0.4128664227210789,0.40990575050385747
learned,nonlinear_bimodal,32,20,2,1.0,0.75,0.11500000000000002,0.365,0.7515625,0.11772868948684165,0.43652806934423616,0.5825870009857184,0.5825870009857184,0.48696319096185914,0.43597396025207813,0.4254521747539905,0.4254521747539905,0.3940427821988778
learned,nonlinear_bimodal,128,20,2,1.0,1.0,0.04999999999999999,0.19749999999999998,0.876953125,0.13794550236724887,0.432514969651357,0.4933786918931594,0.4933786918931594,0.4822554756518092,0.4358583630238817,0.39332300514187396,0.39332300514187396,0.38757627960880986
learned,nonlinear_bimodal,512,20,2,1.0,0.8,0.024999999999999998,0.06499999999999999,0.96103515625,0.15987867435922282,0.41598162649790005,0.45591685241591184,0.45591685241591184,0.4606111733120192,0.4191341016349616,0.3785705577011306,0.3785705577011306,0.3756709901434913
learned,outcome_dependent_dropout,32,20,2,0.95,0.65,0.1375,0.3105263157894737,0.69375,0.1732649034961452,0.4561535702166971,0.5060965043790233,0.5060965043790233,0.4781755769493185,0.4588959615742829,0.46856653720602176,0.46856653720602176,0.433633205447643
learned,outcome_dependent_dropout,128,20,2,0.5,0.4,0.095,0.15,0.440234375,0.18740952687005288,0.4621075893912644,0.5169672405385408,0.48970302189405873,0.4901582347848784,0.4623753519595408,0.4588690565000665,0.4573352704941452,0.43248395493698233
learned,outcome_dependent_dropout,512,20,2,0.2,0.1,0.1025,0.03749999999999999,0.194140625,0.2044561869317399,0.45608113077050383,0.5220761178985321,0.474674495945949,0.4900327724605916,0.4504516250128499,0.46001379184423496,0.44928343706432133,0.42808174173076896
learned,pure_label_shift,32,20,2,1.0,1.0,0.1,0.39249999999999996,0.7453125,0.09023071706623692,0.47248507139247053,0.7170106039609222,0.7170106039609222,0.6764053756183457,0.41307391610009236,0.35774691191939184,0.35774691191939184,0.3365981192774535
learned,pure_label_shift,128,20,2,1.0,0.95,0.06,0.21000000000000002,0.880859375,0.09362908405184564,0.3788127625288379,0.49587581088717964,0.49587581088717964,0.5043109694893136,0.3850686622378191,0.309085767536932,0.309085767536932,0.3005662563602004
learned,pure_label_shift,512,20,2,1.0,0.9,0.025000000000000005,0.11500000000000002,0.93359375,0.12167199508520073,0.4065038108246971,0.5196197655702144,0.5196197655702144,0.5340964723059891,0.41354697552624337,0.32061379957711356,0.32061379957711356,0.3185311590047629
learned,support_translation,32,20,2,0.4,0.1,0.16,0.15,0.378125,0.21274630541871922,0.4392044033267104,0.6929430927213012,0.5524912395593863,0.4936174908274623,0.4202016722543694,0.5125161145625828,0.48638137168492107,0.4046377931490852
learned,support_translation,128,20,2,0.0,0.0,0.145,,0.0,,0.44346056932944516,0.6345960486821192,0.44346056932944516,0.49924521423853985,0.42231681750044203,0.502958911209033,0.42231681750044203,0.41139111260699057
learned,support_translation,512,20,2,0.0,0.0,0.1575,,0.0,,0.43516155592000577,0.6667048544142633,0.43516155592000577,0.4927387570019963,0.4127821061806277,0.5086945136647424,0.4127821061806277,0.4052387961990112
learned,tail_contamination,32,20,2,1.0,1.0,0.09,0.4225,0.7453125,0.11887611744133483,0.44330893538271754,0.516458975056643,0.516458975056643,0.47990885090462676,0.43468403241866105,0.41431876815896473,0.41431876815896473,0.4006797539121544
learned,tail_contamination,128,20,2,1.0,0.95,0.05500000000000001,0.215,0.875,0.13849907740529274,0.42238579342767435,0.4904713830976202,0.4904713830976202,0.4617126913140462,0.4166318598077652,0.39885832626561857,0.39885832626561857,0.39027682867742053
learned,tail_contamination,512,20,2,1.0,0.85,0.027500000000000007,0.07750000000000001,0.951171875,0.17055066468562036,0.4293016583625356,0.45990782577937067,0.45990782577937067,0.45964647421097543,0.4320205108244619,0.4030188013943746,0.4030188013943746,0.39976917106931126
learned,unidentifiable_concept_reversal,32,20,2,1.0,0.3,0.4175,0.3775,0.796875,0.9077802090897196,1.9940450883913616,2.14023755516562,2.14023755516562,2.0620689024178254,2.000096538413425,2.6289898942279923,2.6289898942279923,1.6969952534435908
learned,unidentifiable_concept_reversal,128,20,2,1.0,0.3,0.4,0.205,0.87421875,0.8787761443466613,1.9549662655443563,2.0606707586996493,2.0606707586996493,2.0269672270491124,1.955136378604322,2.475449875940219,2.475449875940219,1.66265430453951
learned,unidentifiable_concept_reversal,512,20,2,1.0,0.1,0.38,0.0875,0.9486328125,0.8590031773489745,1.9717072129398734,2.0487271610195252,2.0487271610195252,2.054776859410893,1.9643006379371513,2.4052217243371707,2.4052217243371707,1.6881146743243813
moments,conditional_scale,32,20,2,0.25,0.15,0.1725,0.38,0.184375,0.2296315789473684,0.5461934032714888,0.5796920950879629,0.5539219541723217,0.5755373218256128,0.5978462053902842,0.6248741221485403,0.6042481340934155,0.5255034024668446
moments,conditional_scale,128,20,2,0.1,0.1,0.1375,0.375,0.075,0.15369735824030067,0.5336489523694296,0.5416154387039257,0.5370358304946887,0.5562775863307389,0.5786458409205972,0.5751195302237184,0.5810466470349838,0.5047971096484452
moments,conditional_scale,512,20,2,0.0,0.0,0.1275,,0.0,,0.5385917925726385,0.5411626748266266,0.5385917925726385,0.5707978944262502,0.5734856223366813,0.5607088782506471,0.5734856223366813,0.5079046801463923
moments,conditional_translation,32,20,2,0.45,0.3,0.1125,0.6166666666666667,0.25,0.0439520202020202,0.422655940772913,0.4841164251327288,0.47307706626764306,0.5140069598506588,0.41273532698378224,0.38299118001398513,0.3768040535040966,0.35354487964181047
moments,conditional_translation,128,20,2,0.2,0.2,0.0875,0.33749999999999997,0.166015625,0.057745376824348535,0.48004094546326825,0.5290116414059798,0.4993180900220183,0.5787994815684592,0.4619905667149603,0.4269412867916401,0.4342291462103193,0.41724847038212065
moments,conditional_translation,512,20,2,0.1,0.1,0.1075,0.25,0.089453125,0.05907088506207449,0.48006082977480746,0.5314785052085739,0.5078696279905058,0.5899213883624963,0.4582189255390773,0.41984028154859965,0.4386007570638629,0.4099794828166815
moments,covariance_shear,32,20,2,0.65,0.55,0.1,0.6423076923076922,0.334375,0.1175361225872735,0.4453233911533806,0.4977165286289703,0.47474772398751286,0.47010968742968295,0.4519668647445865,0.46620542677213583,0.47266864171506084,0.4328314922709067
moments,covariance_shear,128,20,2,0.05,0.05,0.0775,0.10000000000000003,0.048046875,0.16260162601626016,0.430786150168034,0.4611434507616143,0.43317397254790324,0.45738433521548283,0.4302663005145912,0.4135331326426659,0.4294297280781638,0.40327467376583437
moments,covariance_shear,512,20,2,0.0,0.0,0.0625,,0.0,,0.4333038838071707,0.4591086848577068,0.4333038838071707,0.45784979792897335,0.43609125867906473,0.4156937329543172,0.43609125867906473,0.40990575050385747
moments,nonlinear_bimodal,32,20,2,0.0,0.0,0.15,,0.0,,0.43652806934423616,0.49016536252863785,0.43652806934423616,0.48696319096185914,0.43597396025207813,0.4701795223321132,0.43597396025207813,0.3940427821988778
moments,nonlinear_bimodal,128,20,2,0.0,0.0,0.15750000000000003,,0.0,,0.432514969651357,0.4804591464756268,0.432514969651357,0.4822554756518092,0.4358583630238817,0.4621831998167041,0.4358583630238817,0.38757627960880986
moments,nonlinear_bimodal,512,20,2,0.0,0.0,0.17750000000000002,,0.0,,0.41598162649790005,0.4516712438054514,0.41598162649790005,0.4606111733120192,0.4191341016349616,0.4401741731047865,0.4191341016349616,0.3756709901434913
moments,outcome_dependent_dropout,32,20,2,0.45,0.05,0.14750000000000002,0.18333333333333332,0.3828125,0.2673280423280423,0.4561535702166971,0.4923005191819126,0.46544390079854725,0.4781755769493185,0.4588959615742829,0.4686674148601046,0.46592283347929964,0.433633205447643
moments,outcome_dependent_dropout,128,20,2,0.0,0.0,0.13,,0.0,,0.4621075893912644,0.4916188653236574,0.4621075893912644,0.4901582347848784,0.4623753519595408,0.4448709873443445,0.4623753519595408,0.43248395493698233
moments,outcome_dependent_dropout,512,20,2,0.0,0.0,0.15,,0.0,,0.45608113077050383,0.4890892875084096,0.45608113077050383,0.4900327724605916,0.4504516250128499,0.43811105926923943,0.4504516250128499,0.42808174173076896
moments,pure_label_shift,32,20,2,1.0,0.95,0.095,0.7775,0.378125,0.02973063973063973,0.47248507139247053,0.5880319833755512,0.5880319833755512,0.6764053756183457,0.41307391610009236,0.3547313775081946,0.3547313775081946,0.3365981192774535
moments,pure_label_shift,128,20,2,1.0,1.0,0.06,0.605,0.605859375,0.03680339228816032,0.3788127625288379,0.4653328457974036,0.4653328457974036,0.5043109694893136,0.3850686622378191,0.3065986409967551,0.3065986409967551,0.3005662563602004
moments,pure_label_shift,512,20,2,1.0,1.0,0.03250000000000001,0.51,0.6775390625,0.05710031830461432,0.4065038108246971,0.4949965618438035,0.4949965618438035,0.5340964723059891,0.41354697552624337,0.32358598854373366,0.32358598854373366,0.3185311590047629
moments,support_translation,32,20,2,0.0,0.0,0.21000000000000002,,0.0,,0.4392044033267104,0.7340512494493856,0.4392044033267104,0.4936174908274623,0.4202016722543694,0.5746371622811736,0.4202016722543694,0.4046377931490852
moments,support_translation,128,20,2,0.0,0.0,0.215,,0.0,,0.44346056932944516,0.7286892378691485,0.44346056932944516,0.49924521423853985,0.42231681750044203,0.5840378972032216,0.42231681750044203,0.41139111260699057
moments,support_translation,512,20,2,0.0,0.0,0.21749999999999997,,0.0,,0.43516155592000577,0.7460844995255012,0.43516155592000577,0.4927387570019963,0.4127821061806277,0.5899655920464303,0.4127821061806277,0.4052387961990112
moments,tail_contamination,32,20,2,0.15,0.1,0.16,0.7166666666666667,0.059375,0.05037037037037037,0.44330893538271754,0.4802808689586901,0.4463758925648221,0.47990885090462676,0.43468403241866105,0.4406523700172631,0.42976173896528297,0.4006797539121544
moments,tail_contamination,128,20,2,0.0,0.0,0.14500000000000002,,0.0,,0.42238579342767435,0.44908839499401465,0.42238579342767435,0.4617126913140462,0.4166318598077652,0.4224601966745207,0.4166318598077652,0.39027682867742053
moments,tail_contamination,512,20,2,0.0,0.0,0.155,,0.0,,0.4293016583625356,0.4538605513882902,0.4293016583625356,0.45964647421097543,0.4320205108244619,0.44518523845616154,0.4320205108244619,0.39976917106931126
moments,unidentifiable_concept_reversal,32,20,2,1.0,0.75,0.3325,0.8025,0.3734375,0.9520447425381636,1.9940450883913616,2.045471655463925,2.045471655463925,2.0620689024178254,2.000096538413425,2.291736853111222,2.291736853111222,1.6969952534435908
moments,unidentifiable_concept_reversal,128,20,2,1.0,0.5,0.37,0.5875,0.601171875,0.9353588074739723,1.9549662655443563,2.029655067276569,2.029655067276569,2.0269672270491124,1.955136378604322,2.376893322314161,2.376893322314161,1.66265430453951
moments,unidentifiable_concept_reversal,512,20,2,1.0,0.4,0.3725,0.5075,0.66455078125,0.934576876706549,1.9717072129398734,2.0329618879632005,2.0329618879632005,2.054776859410893,1.9643006379371513,2.3536434827326262,2.3536434827326262,1.6881146743243813
omnibus_joint,conditional_scale,32,20,2,0.95,0.75,0.155,0.35526315789473684,0.7375,0.1745252929193196,0.5461934032714888,0.5960325923260157,0.5961404744116686,0.5755373218256128,0.5978462053902842,0.5810654345790571,0.584504358112992,0.5255034024668446
omnibus_joint,conditional_scale,128,20,2,0.4,0.35,0.0975,0.15,0.36171875,0.19934205564977958,0.5336489523694296,0.5535809223346866,0.5432085079911981,0.5562775863307389,0.5786458409205972,0.531580750730465,0.5734125149363657,0.5047971096484452
omnibus_joint,conditional_scale,512,20,2,0.05,0.05,0.09,0.09999999999999998,0.046484375,0.23109243697478993,0.5385917925726385,0.5480258472200519,0.5385917925726385,0.5707978944262502,0.5734856223366813,0.5338928217646591,0.5734856223366813,0.5079046801463923
omnibus_joint,conditional_translation,32,20,2,1.0,0.85,0.0925,0.37,0.7609375,0.09725796991423367,0.422655940772913,0.5288423843890685,0.5288423843890685,0.5140069598506588,0.41273532698378224,0.3696125178319076,0.3696125178319076,0.35354487964181047
omnibus_joint,conditional_translation,128,20,2,0.65,0.5,0.0925,0.1423076923076923,0.601953125,0.1353034713902961,0.48004094546326825,0.6076695043266344,0.58496225929776,0.5787994815684592,0.4619905667149603,0.4472250314723086,0.4255122661057114,0.41724847038212065
omnibus_joint,conditional_translation,512,20,2,0.3,0.25,0.0675,0.075,0.2900390625,0.11467253072691985,0.48006082977480746,0.5861357397837124,0.5548620502699552,0.5899213883624963,0.4582189255390773,0.42181120012853307,0.4196372171096989,0.4099794828166815
omnibus_joint,covariance_shear,32,20,2,1.0,0.95,0.135,0.43499999999999994,0.6890625,0.1252698871177132,0.4453233911533806,0.5295691647600426,0.5295691647600426,0.47010968742968295,0.4519668647445865,0.5015355106703776,0.5015355106703776,0.4328314922709067
omnibus_joint,covariance_shear,128,20,2,0.95,0.75,0.052500000000000005,0.16052631578947368,0.861328125,0.15972905319795852,0.430786150168034,0.4657418255891642,0.4650646925182623,0.45738433521548283,0.4302663005145912,0.408131819469185,0.4082605370888772,0.40327467376583437
omnibus_joint,covariance_shear,512,20,2,0.4,0.25,0.06000000000000001,0.09375000000000001,0.380859375,0.17684915627825396,0.4333038838071707,0.481988768296043,0.43905466715650066,0.45784979792897335,0.43609125867906473,0.41728335769086106,0.43079915510053474,0.40990575050385747
omnibus_joint,nonlinear_bimodal,32,20,2,0.6,0.35,0.15,0.325,0.478125,0.14432466337620617,0.43652806934423616,0.5022982809448525,0.4610234001535801,0.48696319096185914,0.43597396025207813,0.4484682470065568,0.44581943039379734,0.3940427821988778
omnibus_joint,nonlinear_bimodal,128,20,2,0.1,0.1,0.1075,0.15000000000000002,0.0921875,0.186231308242433,0.432514969651357,0.46238181880490103,0.4392365907515453,0.4822554756518092,0.4358583630238817,0.40624531610612713,0.4342227655473304,0.38757627960880986
omnibus_joint,nonlinear_bimodal,512,20,2,0.0,0.0,0.095,,0.0,,0.41598162649790005,0.4859816536265121,0.41598162649790005,0.4606111733120192,0.4191341016349616,0.3947258104081415,0.4191341016349616,0.3756709901434913
omnibus_joint,outcome_dependent_dropout,32,20,2,0.95,0.6,0.1275,0.3,0.696875,0.1810272209389079,0.4561535702166971,0.48479370805587935,0.4846281929955061,0.4781755769493185,0.4588959615742829,0.4639180250187892,0.4629891258077462,0.433633205447643
omnibus_joint,outcome_dependent_dropout,128,20,2,0.3,0.25,0.1075,0.11666666666666665,0.272265625,0.18566454639896632,0.4621075893912644,0.5278599632781285,0.4835647512454397,0.4901582347848784,0.4623753519595408,0.471329575146603,0.45917548509258604,0.43248395493698233
omnibus_joint,outcome_dependent_dropout,512,20,2,0.1,0.05,0.14250000000000002,0.04999999999999999,0.09541015625,0.1833921370967742,0.45608113077050383,0.5334771047416935,0.46444635888402963,0.4900327724605916,0.4504516250128499,0.48678847446283235,0.44665269604137,0.42808174173076896
omnibus_joint,pure_label_shift,32,20,2,1.0,0.95,0.10500000000000001,0.39,0.734375,0.08643808123998176,0.47248507139247053,0.6818705486224752,0.6818705486224752,0.6764053756183457,0.41307391610009236,0.3595721691600058,0.3595721691600058,0.3365981192774535
omnibus_joint,pure_label_shift,128,20,2,1.0,0.95,0.05499999999999999,0.20750000000000002,0.8734375,0.09497999864040527,0.3788127625288379,0.5018920596776821,0.5018920596776821,0.5043109694893136,0.3850686622378191,0.3104643085531438,0.3104643085531438,0.3005662563602004
omnibus_joint,pure_label_shift,512,20,2,1.0,0.95,0.025000000000000005,0.11750000000000001,0.93330078125,0.12106913314837672,0.4065038108246971,0.5196197655702144,0.5196197655702144,0.5340964723059891,0.41354697552624337,0.32061379957711356,0.32061379957711356,0.3185311590047629
omnibus_joint,support_translation,32,20,2,0.0,0.0,0.11750000000000001,,0.0,,0.4392044033267104,0.4884158194885607,0.4392044033267104,0.4936174908274623,0.4202016722543694,0.42799802787411706,0.4202016722543694,0.4046377931490852
omnibus_joint,support_translation,128,20,2,0.0,0.0,0.12000000000000002,,0.0,,0.44346056932944516,0.5246657467993083,0.44346056932944516,0.49924521423853985,0.42231681750044203,0.45949848100411134,0.42231681750044203,0.41139111260699057
omnibus_joint,support_translation,512,20,2,0.0,0.0,0.13,,0.0,,0.43516155592000577,0.49088744462461,0.43516155592000577,0.4927387570019963,0.4127821061806277,0.44837154157272996,0.4127821061806277,0.4052387961990112
omnibus_joint,tail_contamination,32,20,2,0.6,0.35,0.1075,0.32916666666666666,0.465625,0.12895699147343884,0.44330893538271754,0.4793268273391744,0.46293762756770473,0.47990885090462676,0.43468403241866105,0.41469882410400194,0.414367761971398,0.4006797539121544
omnibus_joint,tail_contamination,128,20,2,0.05,0.05,0.1125,0.19999999999999996,0.043359375,0.16216216216216217,0.42238579342767435,0.4594551390238017,0.42435548249697097,0.4617126913140462,0.4166318598077652,0.41258529198572746,0.4140264588036282,0.39027682867742053
omnibus_joint,tail_contamination,512,20,2,0.0,0.0,0.0975,,0.0,,0.4293016583625356,0.5014040276102225,0.4293016583625356,0.45964647421097543,0.4320205108244619,0.4183876675306898,0.4320205108244619,0.39976917106931126
omnibus_joint,unidentifiable_concept_reversal,32,20,2,1.0,0.35,0.3925,0.375,0.7890625,0.9109101560903563,1.9940450883913616,2.100019281197427,2.100019281197427,2.0620689024178254,2.000096538413425,2.5087071143389306,2.5087071143389306,1.6969952534435908
omnibus_joint,unidentifiable_concept_reversal,128,20,2,1.0,0.3,0.4,0.195,0.88046875,0.8781681945851622,1.9549662655443563,2.065759581111272,2.065759581111272,2.0269672270491124,1.955136378604322,2.491802727139997,2.491802727139997,1.66265430453951
omnibus_joint,unidentifiable_concept_reversal,512,20,2,1.0,0.1,0.38,0.08999999999999998,0.9458984375,0.8591407447703444,1.9717072129398734,2.0467708703997554,2.0467708703997554,2.054776859410893,1.9643006379371513,2.3988147486239013,2.3988147486239013,1.6881146743243813
raw_linear,conditional_scale,32,20,2,1.0,0.9,0.125,0.52,0.65625,0.17081141462086072,0.5461934032714888,0.6060128305126603,0.6060128305126603,0.5755373218256128,0.5978462053902842,0.5664364886720531,0.5664364886720531,0.5255034024668446
raw_linear,conditional_scale,128,20,2,0.95,0.95,0.04999999999999999,0.29473684210526313,0.771484375,0.17880245601526099,0.5336489523694296,0.555750240956687,0.55488445233289,0.5562775863307389,0.5786458409205972,0.5161564196720356,0.5158991155754836,0.5047971096484452
raw_linear,conditional_scale,512,20,2,0.95,0.95,0.029999999999999992,0.17894736842105263,0.8486328125,0.1956273718288185,0.5385917925726385,0.561288584610516,0.5606776078727664,0.5707978944262502,0.5734856223366813,0.5138324436105931,0.5143338471172394,0.5079046801463923
