view,best_prior,mmd2_statistic,bootstrap_critical_value,p_value,accepted,alpha,rff_dimensions,source_bandwidth,scenario,experiment,variant,seed,fit_seed,diagnostic_mode,automatic_adaptation_allowed,mask_support_passed,mask_all_feature_states_supported,mask_exact_pattern_support_rate,mask_nearest_hamming_fraction_q95,mask_nearest_hamming_fraction_max
mask,0.95,0.010913843218110949,0.0029461965106971303,0.005,False,0.05,128,4.645420197101227,mar_policy_shift,prior_separated,v2,6102,1205430258,composite_multiview_v3,False,True,True,0.438,0.07692307692307693,0.15384615384615385
composite,0.8,0.0059681189955107725,0.0022449098699927417,0.005,False,0.05,384,,mar_policy_shift,prior_separated,v2,6102,1205430258,composite_multiview_v3,False,True,True,0.438,0.07692307692307693,0.15384615384615385
evidence,0.8,0.0015742192411110144,0.0010862034392598798,0.005,False,0.05,128,0.970330920868634,mar_policy_shift,structured_policy_bank,v4,6102,3416428872,composite_multiview_v3,False,True,True,0.438,0.07692307692307693,0.15384615384615385
core,0.85,0.000510107777806405,0.0028898275536627348,0.795,True,0.05,128,2.278885548961548,mar_policy_shift,structured_policy_bank,v4,6102,3416428872,composite_multiview_v3,False,True,True,0.438,0.07692307692307693,0.15384615384615385
mask,0.95,0.012379674239767775,0.0034878033442307032,0.005,False,0.05,128,4.645420197101227,mar_policy_shift,structured_policy_bank,v4,6102,3416428872,composite_multiview_v3,False,True,True,0.438,0.07692307692307693,0.15384615384615385
composite,0.8,0.007096191072503259,0.0022274088118418842,0.005,False,0.05,384,,mar_policy_shift,structured_policy_bank,v4,6102,3416428872,composite_multiview_v3,False,True,True,0.438,0.07692307692307693,0.15384615384615385
evidence,0.8,0.0030218916557021576,0.0013862310578714792,0.005,False,0.05,128,0.9829653438565416,mar_policy_shift,mask_only_dro,v5_mask,6102,1048974918,composite_multiview_v3,False,True,True,0.438,0.07692307692307693,0.15384615384615385
core,0.85,0.0004435448164355863,0.003108952856410105,0.94,True,0.05,128,2.278885548961548,mar_policy_shift,mask_only_dro,v5_mask,6102,1048974918,composite_multiview_v3,False,True,True,0.438,0.07692307692307693,0.15384615384615385
mask,0.95,0.01351453002901796,0.003189369054806508,0.005,False,0.05,128,4.645420197101227,mar_policy_shift,mask_only_dro,v5_mask,6102,1048974918,composite_multiview_v3,False,True,True,0.438,0.07692307692307693,0.15384615384615385
composite,0.8,0.008130368969109307,0.002213826102019728,0.005,False,0.05,384,,mar_policy_shift,mask_only_dro,v5_mask,6102,1048974918,composite_multiview_v3,False,True,True,0.438,0.07692307692307693,0.15384615384615385
evidence,0.85,0.00039121520340536193,0.0010218740211207886,0.5,True,0.05,128,0.8616707699031225,mar_policy_shift,prior_separated,v2,6103,1293855137,composite_multiview_v3,False,True,True,0.424,0.07692307692307693,0.15384615384615385
core,0.8,0.0005263726743774294,0.0025016503841254357,0.805,True,0.05,128,2.29053180589574,mar_policy_shift,prior_separated,v2,6103,1293855137,composite_multiview_v3,False,True,True,0.424,0.07692307692307693,0.15384615384615385
mask,0.95,0.017623547333181937,0.0030621187585567534,0.005,False,0.05,128,4.647057380224073,mar_policy_shift,prior_separated,v2,6103,1293855137,composite_multiview_v3,False,True,True,0.424,0.07692307692307693,0.15384615384615385
composite,0.85,0.007740757726052356,0.001927259483859509,0.005,False,0.05,384,,mar_policy_shift,prior_separated,v2,6103,1293855137,composite_multiview_v3,False,True,True,0.424,0.07692307692307693,0.15384615384615385
evidence,0.8,0.002542241476118641,0.0011499747200428244,0.005,False,0.05,128,0.9419815546477016,mar_policy_shift,structured_policy_bank,v4,6103,2104714076,composite_multiview_v3,False,True,True,0.424,0.07692307692307693,0.15384615384615385
core,0.8,0.00048721366417361206,0.0026897073397723764,0.835,True,0.05,128,2.29053180589574,mar_policy_shift,structured_policy_bank,v4,6103,2104714076,composite_multiview_v3,False,True,True,0.424,0.07692307692307693,0.15384615384615385
mask,0.95,0.018116024100688896,0.0034264106207308248,0.005,False,0.05,128,4.647057380224073,mar_policy_shift,structured_policy_bank,v4,6103,2104714076,composite_multiview_v3,False,True,True,0.424,0.07692307692307693,0.15384615384615385
composite,0.85,0.009108142527961086,0.002058288317204098,0.005,False,0.05,384,,mar_policy_shift,structured_policy_bank,v4,6103,2104714076,composite_multiview_v3,False,True,True,0.424,0.07692307692307693,0.15384615384615385
evidence,0.8,0.0026046561558402902,0.0011888723626495095,0.005,False,0.05,128,0.9512622861643961,mar_policy_shift,mask_only_dro,v5_mask,6103,3869182997,composite_multiview_v3,False,True,True,0.424,0.07692307692307693,0.15384615384615385
core,0.8,0.0003359905727916571,0.002247142561413523,0.915,True,0.05,128,2.29053180589574,mar_policy_shift,mask_only_dro,v5_mask,6103,3869182997,composite_multiview_v3,False,True,True,0.424,0.07692307692307693,0.15384615384615385
mask,0.95,0.019582455526640195,0.003242048628193994,0.005,False,0.05,128,4.647057380224073,mar_policy_shift,mask_only_dro,v5_mask,6103,3869182997,composite_multiview_v3,False,True,True,0.424,0.07692307692307693,0.15384615384615385
composite,0.85,0.00976803186126856,0.001962041457335627,0.005,False,0.05,384,,mar_policy_shift,mask_only_dro,v5_mask,6103,3869182997,composite_multiview_v3,False,True,True,0.424,0.07692307692307693,0.15384615384615385
evidence,0.65,0.006042836413765294,0.0010078833896946656,0.005,False,0.05,128,0.892735378455085,conditional_only,prior_separated,v2,6101,1968511992,composite_multiview_v3,False,True,True,0.564,0.07692307692307693,0.15384615384615385
core,0.55,0.01958310163760367,0.0025170904814070414,0.005,False,0.05,128,2.2875073073285166,conditional_only,prior_separated,v2,6101,1968511992,composite_multiview_v3,False,True,True,0.564,0.07692307692307693,0.15384615384615385
mask,0.8,0.0010053047137355616,0.0022040640651136804,0.725,True,0.05,128,4.372421259884169,conditional_only,prior_separated,v2,6101,1968511992,composite_multiview_v3,False,True,True,0.564,0.07692307692307693,0.15384615384615385
composite,0.65,0.009886345989325012,0.0018239916653954129,0.005,False,0.05,384,,conditional_only,prior_separated,v2,6101,1968511992,composite_multiview_v3,False,True,True,0.564,0.07692307692307693,0.15384615384615385
evidence,0.65,0.013755582755873557,0.0010975863142631864,0.005,False,0.05,128,0.9312592146798938,conditional_only,structured_policy_bank,v4,6101,1691899302,composite_multiview_v3,False,True,True,0.564,0.07692307692307693,0.15384615384615385
core,0.5,0.022520324667265425,0.002491721491289662,0.005,False,0.05,128,2.2875073073285166,conditional_only,structured_policy_bank,v4,6101,1691899302,composite_multiview_v3,False,True,True,0.564,0.07692307692307693,0.15384615384615385
mask,0.8,0.0008813994117933244,0.0022360561818385374,0.81,True,0.05,128,4.372421259884169,conditional_only,structured_policy_bank,v4,6101,1691899302,composite_multiview_v3,False,True,True,0.564,0.07692307692307693,0.15384615384615385
composite,0.65,0.01428766845776052,0.0018430019614034017,0.005,False,0.05,384,,conditional_only,structured_policy_bank,v4,6101,1691899302,composite_multiview_v3,False,True,True,0.564,0.07692307692307693,0.15384615384615385
evidence,0.65,0.011954840735368193,0.0009819389085816501,0.005,False,0.05,128,0.948938185435716,conditional_only,mask_only_dro,v5_mask,6101,158256777,composite_multiview_v3,False,True,True,0.564,0.07692307692307693,0.15384615384615385
core,0.6,0.018808621810571136,0.0024828956340248697,0.005,False,0.05,128,2.2875073073285166,conditional_only,mask_only_dro,v5_mask,6101,158256777,composite_multiview_v3,False,True,True,0.564,0.07692307692307693,0.15384615384615385
mask,0.8,0.0008690190575589537,0.0028031101236222636,0.92,True,0.05,128,4.372421259884169,conditional_only,mask_only_dro,v5_mask,6101,158256777,composite_multiview_v3,False,True,True,0.564,0.07692307692307693,0.15384615384615385
composite,0.65,0.010809989427038928,0.0018887531826744753,0.005,False,0.05,384,,conditional_only,mask_only_dro,v5_mask,6101,158256777,composite_multiview_v3,False,True,True,0.564,0.07692307692307693,0.15384615384615385
evidence,0.75,0.014502131269795326,0.0008116431723426689,0.005,False,0.05,128,0.8575949244353932,conditional_only,prior_separated,v2,6102,311404979,composite_multiview_v3,False,True,True,0.55,0.07692307692307693,0.15384615384615385
core,0.5,0.021619487909381497,0.003196853077826049,0.005,False,0.05,128,2.278885548961548,conditional_only,prior_separated,v2,6102,311404979,composite_multiview_v3,False,True,True,0.55,0.07692307692307693,0.15384615384615385
mask,0.75,0.0012857761175512107,0.0023886000209294837,0.6,True,0.05,128,4.359965410344444,conditional_only,prior_separated,v2,6102,311404979,composite_multiview_v3,False,True,True,0.55,0.07692307692307693,0.15384615384615385
composite,0.7,0.016504057049510995,0.0019687701994757553,0.005,False,0.05,384,,conditional_only,prior_separated,v2,6102,311404979,composite_multiview_v3,False,True,True,0.55,0.07692307692307693,0.15384615384615385
evidence,0.7,0.027198343447538135,0.0010758790992074826,0.005,False,0.05,128,0.913624644947112,conditional_only,structured_policy_bank,v4,6102,3115850509,composite_multiview_v3,False,True,True,0.55,0.07692307692307693,0.15384615384615385
core,0.45,0.025270140090015776,0.0029920951711079604,0.005,False,0.05,128,2.278885548961548,conditional_only,structured_policy_bank,v4,6102,3115850509,composite_multiview_v3,False,True,True,0.55,0.07692307692307693,0.15384615384615385
mask,0.75,0.0010826128932304158,0.0024611455926624275,0.685,True,0.05,128,4.359965410344444,conditional_only,structured_policy_bank,v4,6102,3115850509,composite_multiview_v3,False,True,True,0.55,0.07692307692307693,0.15384615384615385
composite,0.65,0.021352884404306126,0.001851517395072137,0.005,False,0.05,384,,conditional_only,structured_policy_bank,v4,6102,3115850509,composite_multiview_v3,False,True,True,0.55,0.07692307692307693,0.15384615384615385
evidence,0.7,0.017660899324975457,0.0012911170933772578,0.005,False,0.05,128,0.9710612955585302,conditional_only,mask_only_dro,v5_mask,6102,1728799293,composite_multiview_v3,False,True,True,0.55,0.07692307692307693,0.15384615384615385
core,0.45,0.02266283228503168,0.004223379704482994,0.005,False,0.05,128,2.278885548961548,conditional_only,mask_only_dro,v5_mask,6102,1728799293,composite_multiview_v3,False,True,True,0.55,0.07692307692307693,0.15384615384615385
mask,0.8,0.001732278002016463,0.0025628973839253166,0.305,True,0.05,128,4.359965410344444,conditional_only,mask_only_dro,v5_mask,6102,1728799293,composite_multiview_v3,False,True,True,0.55,0.07692307692307693,0.15384615384615385
composite,0.7,0.017048402403336334,0.002187937593645043,0.005,False,0.05,384,,conditional_only,mask_only_dro,v5_mask,6102,1728799293,composite_multiview_v3,False,True,True,0.55,0.07692307692307693,0.15384615384615385
evidence,0.65,0.02057160799892658,0.0011006488927654942,0.005,False,0.05,128,0.8938294183985092,conditional_only,prior_separated,v2,6103,3613240344,composite_multiview_v3,False,True,True,0.534,0.07692307692307693,0.15384615384615385
core,0.55,0.0238279112745169,0.0024313308456819353,0.005,False,0.05,128,2.29053180589574,conditional_only,prior_separated,v2,6103,3613240344,composite_multiview_v3,False,True,True,0.534,0.07692307692307693,0.15384615384615385
mask,0.8,0.001682008298934573,0.002535719247768398,0.34,True,0.05,128,4.381388104311736,conditional_only,prior_separated,v2,6103,3613240344,composite_multiview_v3,False,True,True,0.534,0.07692307692307693,0.15384615384615385
composite,0.65,0.016519267211380632,0.001870149672692463,0.005,False,0.05,384,,conditional_only,prior_separated,v2,6103,3613240344,composite_multiview_v3,False,True,True,0.534,0.07692307692307693,0.15384615384615385
evidence,0.7,0.03366814808242734,0.0014036318456890602,0.005,False,0.05,128,0.9658777538122904,conditional_only,structured_policy_bank,v4,6103,3272773391,composite_multiview_v3,False,True,True,0.534,0.07692307692307693,0.15384615384615385
core,0.5,0.023205502486819407,0.002414957210528202,0.005,False,0.05,128,2.29053180589574,conditional_only,structured_policy_bank,v4,6103,3272773391,composite_multiview_v3,False,True,True,0.534,0.07692307692307693,0.15384615384615385
mask,0.75,0.0017980458197830252,0.0028143726343042652,0.255,True,0.05,128,4.381388104311736,conditional_only,structured_policy_bank,v4,6103,3272773391,composite_multiview_v3,False,True,True,0.534,0.07692307692307693,0.15384615384615385
composite,0.65,0.021755272032894162,0.0018416957700230717,0.005,False,0.05,384,,conditional_only,structured_policy_bank,v4,6103,3272773391,composite_multiview_v3,False,True,True,0.534,0.07692307692307693,0.15384615384615385
evidence,0.7,0.02714480703241108,0.0014373820584734419,0.005,False,0.05,128,0.9373328605624675,conditional_only,mask_only_dro,v5_mask,6103,1136044701,composite_multiview_v3,False,True,True,0.534,0.07692307692307693,0.15384615384615385
core,0.55,0.01739646970365112,0.0023637517006958805,0.005,False,0.05,128,2.29053180589574,conditional_only,mask_only_dro,v5_mask,6103,1136044701,composite_multiview_v3,False,True,True,0.534,0.07692307692307693,0.15384615384615385
mask,0.8,0.001389489654111108,0.002552823581869575,0.495,True,0.05,128,4.381388104311736,conditional_only,mask_only_dro,v5_mask,6103,1136044701,composite_multiview_v3,False,True,True,0.534,0.07692307692307693,0.15384615384615385
composite,0.65,0.016439452054159368,0.0021754050315669123,0.005,False,0.05,384,,conditional_only,mask_only_dro,v5_mask,6103,1136044701,composite_multiview_v3,False,True,True,0.534,0.07692307692307693,0.15384615384615385
evidence,0.75,0.0006530151278912359,0.001432985128756233,0.37,True,0.05,128,0.7665927047550596,mnar_outcome_only,prior_separated,v2,6101,2498464488,composite_multiview_v3,False,True,True,0.45,0.07692307692307693,0.15384615384615385
core,0.85,0.0004280298801146457,0.0036693189067517782,0.875,True,0.05,128,2.2875073073285166,mnar_outcome_only,prior_separated,v2,6101,2498464488,composite_multiview_v3,False,True,True,0.45,0.07692307692307693,0.15384615384615385
mask,0.95,0.05771303561800184,0.0038089563991733385,0.005,False,0.05,128,4.372421259884169,mnar_outcome_only,prior_separated,v2,6101,2498464488,composite_multiview_v3,False,True,True,0.45,0.07692307692307693,0.15384615384615385
composite,0.8,0.024914903885279435,0.0022500821411999255,0.005,False,0.05,384,,mnar_outcome_only,prior_separated,v2,6101,2498464488,composite_multiview_v3,False,True,True,0.45,0.07692307692307693,0.15384615384615385
evidence,0.75,0.008300154149807275,0.0011385297584674177,0.005,False,0.05,128,0.9088013452987282,mnar_outcome_only,structured_policy_bank,v4,6101,2261710541,composite_multiview_v3,False,True,True,0.45,0.07692307692307693,0.15384615384615385
core,0.85,0.0006012431830741517,0.0029916683350101414,0.785,True,0.05,128,2.2875073073285166,mnar_outcome_only,structured_policy_bank,v4,6101,2261710541,composite_multiview_v3,False,True,True,0.45,0.07692307692307693,0.15384615384615385
mask,0.95,0.060088857874733725,0.0033284546359343375,0.005,False,0.05,128,4.372421259884169,mnar_outcome_only,structured_policy_bank,v4,6101,2261710541,composite_multiview_v3,False,True,True,0.45,0.07692307692307693,0.15384615384615385
composite,0.75,0.028559643397795625,0.0021243806351143777,0.005,False,0.05,384,,mnar_outcome_only,structured_policy_bank,v4,6101,2261710541,composite_multiview_v3,False,True,True,0.45,0.07692307692307693,0.15384615384615385
evidence,0.75,0.009847183726979297,0.0013293714612443164,0.005,False,0.05,128,0.9436431782774969,mnar_outcome_only,mask_only_dro,v5_mask,6101,3908503103,composite_multiview_v3,False,True,True,0.45,0.07692307692307693,0.15384615384615385
core,0.85,0.0003929267979546127,0.0035219293479955196,0.93,True,0.05,128,2.2875073073285166,mnar_outcome_only,mask_only_dro,v5_mask,6101,3908503103,composite_multiview_v3,False,True,True,0.45,0.07692307692307693,0.15384615384615385
mask,0.95,0.06366248008593747,0.0036201573085439492,0.005,False,0.05,128,4.372421259884169,mnar_outcome_only,mask_only_dro,v5_mask,6101,3908503103,composite_multiview_v3,False,True,True,0.45,0.07692307692307693,0.15384615384615385
composite,0.75,0.030988923163538594,0.0021709388216927684,0.005,False,0.05,384,,mnar_outcome_only,mask_only_dro,v5_mask,6101,3908503103,composite_multiview_v3,False,True,True,0.45,0.07692307692307693,0.15384615384615385
evidence,0.75,0.0029537621426574574,0.0009812048979032841,0.005,False,0.05,128,0.9739006065331246,mnar_outcome_only,prior_separated,v2,6102,2342191904,composite_multiview_v3,False,True,True,0.486,0.07692307692307693,0.15384615384615385
core,0.85,0.0004761578261430613,0.0031962695572659667,0.895,True,0.05,128,2.278885548961548,mnar_outcome_only,prior_separated,v2,6102,2342191904,composite_multiview_v3,False,True,True,0.486,0.07692307692307693,0.15384615384615385
mask,0.95,0.06488675725280112,0.0031683668637533502,0.005,False,0.05,128,4.359965410344444,mnar_outcome_only,prior_separated,v2,6102,2342191904,composite_multiview_v3,False,True,True,0.486,0.07692307692307693,0.15384615384615385
composite,0.8,0.027282472629036453,0.002206773176759564,0.005,False,0.05,384,,mnar_outcome_only,prior_separated,v2,6102,2342191904,composite_multiview_v3,False,True,True,0.486,0.07692307692307693,0.15384615384615385
evidence,0.8,0.003646533195911793,0.0011934340808348151,0.005,False,0.05,128,0.9119304914083302,mnar_outcome_only,structured_policy_bank,v4,6102,2231596561,composite_multiview_v3,False,True,True,0.486,0.07692307692307693,0.15384615384615385
