prevalence,energy_statistic,p_value,accepted,scenario,experiment,variant,seed
0.25,1.4558282497404507,0.005,False,label_mar,mask_only_dro,v5_mask,6101
0.3,1.2811032229506891,0.005,False,label_mar,mask_only_dro,v5_mask,6101
0.35,1.149301374102965,0.005,False,label_mar,mask_only_dro,v5_mask,6101
0.4,0.9819107600074405,0.005,False,label_mar,mask_only_dro,v5_mask,6101
0.45,0.9033352879333975,0.005,False,label_mar,mask_only_dro,v5_mask,6101
0.5,0.8071256187289411,0.005,False,label_mar,mask_only_dro,v5_mask,6101
0.55,0.7046613237145217,0.005,False,label_mar,mask_only_dro,v5_mask,6101
0.6,0.5480904552469138,0.005,False,label_mar,mask_only_dro,v5_mask,6101
0.65,0.5029035130327079,0.005,False,label_mar,mask_only_dro,v5_mask,6101
0.7,0.42499201744239046,0.005,False,label_mar,mask_only_dro,v5_mask,6101
0.75,0.27065342734760583,0.005,False,label_mar,mask_only_dro,v5_mask,6101
0.8,0.2503763367726671,0.005,False,label_mar,mask_only_dro,v5_mask,6101
0.85,0.24352645889344457,0.005,False,label_mar,mask_only_dro,v5_mask,6101
0.9,0.2759353955817701,0.005,False,label_mar,mask_only_dro,v5_mask,6101
0.95,0.379692154902153,0.005,False,label_mar,mask_only_dro,v5_mask,6101
0.05,1.952917753824732,0.005,False,label_mar,site_mask_dro,v5,6101
0.1,1.8538702931690663,0.005,False,label_mar,site_mask_dro,v5,6101
0.15,1.7369520842692074,0.005,False,label_mar,site_mask_dro,v5,6101
0.2,1.6359274175250762,0.005,False,label_mar,site_mask_dro,v5,6101
0.25,1.477961449979362,0.005,False,label_mar,site_mask_dro,v5,6101
0.3,1.3189970859224105,0.005,False,label_mar,site_mask_dro,v5,6101
0.35,1.2978376057127756,0.005,False,label_mar,site_mask_dro,v5,6101
0.4,1.1018766129840172,0.005,False,label_mar,site_mask_dro,v5,6101
0.45,0.9984869104126758,0.005,False,label_mar,site_mask_dro,v5,6101
0.5,0.9134427269527529,0.005,False,label_mar,site_mask_dro,v5,6101
0.55,0.7710842178136188,0.005,False,label_mar,site_mask_dro,v5,6101
0.6,0.6491822900837242,0.005,False,label_mar,site_mask_dro,v5,6101
0.65,0.504475760929026,0.005,False,label_mar,site_mask_dro,v5,6101
0.7,0.42012335229959435,0.005,False,label_mar,site_mask_dro,v5,6101
0.75,0.3187050266370303,0.005,False,label_mar,site_mask_dro,v5,6101
0.8,0.27231992511923303,0.005,False,label_mar,site_mask_dro,v5,6101
0.85,0.2670350174139932,0.005,False,label_mar,site_mask_dro,v5,6101
0.9,0.2696556862912341,0.005,False,label_mar,site_mask_dro,v5,6101
0.95,0.3599637122437647,0.005,False,label_mar,site_mask_dro,v5,6101
0.05,2.0020462866606192,0.005,False,label_mar,site_mask_dro_ane,v7,6101
0.1,1.9109133856321436,0.005,False,label_mar,site_mask_dro_ane,v7,6101
0.15,1.7413931591782423,0.005,False,label_mar,site_mask_dro_ane,v7,6101
0.2,1.7002515050619376,0.005,False,label_mar,site_mask_dro_ane,v7,6101
0.25,1.5314263031049533,0.005,False,label_mar,site_mask_dro_ane,v7,6101
0.3,1.3978731654234162,0.005,False,label_mar,site_mask_dro_ane,v7,6101
0.35,1.3038062757825695,0.005,False,label_mar,site_mask_dro_ane,v7,6101
0.4,1.129520389519196,0.005,False,label_mar,site_mask_dro_ane,v7,6101
0.45,1.035276642075315,0.005,False,label_mar,site_mask_dro_ane,v7,6101
0.5,0.8887825468151348,0.005,False,label_mar,site_mask_dro_ane,v7,6101
0.55,0.6983921083214742,0.005,False,label_mar,site_mask_dro_ane,v7,6101
0.6,0.6980419169196782,0.005,False,label_mar,site_mask_dro_ane,v7,6101
0.65,0.6294361789494296,0.005,False,label_mar,site_mask_dro_ane,v7,6101
0.7,0.44382898580473756,0.005,False,label_mar,site_mask_dro_ane,v7,6101
0.75,0.408697949830144,0.005,False,label_mar,site_mask_dro_ane,v7,6101
0.8,0.34585411460460014,0.005,False,label_mar,site_mask_dro_ane,v7,6101
0.85,0.29574492602611463,0.005,False,label_mar,site_mask_dro_ane,v7,6101
0.9,0.3498958383225939,0.005,False,label_mar,site_mask_dro_ane,v7,6101
0.95,0.3877053605189878,0.005,False,label_mar,site_mask_dro_ane,v7,6101
0.05,1.499145619280333,0.005,False,label_mar,pooled_erm,v0,6102
0.1,1.375378377117702,0.005,False,label_mar,pooled_erm,v0,6102
0.15,1.27012819619059,0.005,False,label_mar,pooled_erm,v0,6102
0.2,1.1815697878892648,0.005,False,label_mar,pooled_erm,v0,6102
0.25,1.0894602925519132,0.005,False,label_mar,pooled_erm,v0,6102
0.3,0.9372837841847369,0.005,False,label_mar,pooled_erm,v0,6102
0.35,0.8733391555033596,0.005,False,label_mar,pooled_erm,v0,6102
0.4,0.8146366376547199,0.005,False,label_mar,pooled_erm,v0,6102
0.45,0.7420448603828431,0.005,False,label_mar,pooled_erm,v0,6102
0.5,0.5721228348896717,0.005,False,label_mar,pooled_erm,v0,6102
0.55,0.367373885355786,0.005,False,label_mar,pooled_erm,v0,6102
0.6,0.3663229505665299,0.005,False,label_mar,pooled_erm,v0,6102
0.65,0.20514597965971357,0.005,False,label_mar,pooled_erm,v0,6102
0.7,0.1071161534378689,0.145,True,label_mar,pooled_erm,v0,6102
0.75,0.07791718425155313,0.45,True,label_mar,pooled_erm,v0,6102
0.8,0.10954004587600567,0.09,True,label_mar,pooled_erm,v0,6102
0.85,0.2452247276564117,0.005,False,label_mar,pooled_erm,v0,6102
0.9,0.35764572274508266,0.005,False,label_mar,pooled_erm,v0,6102
0.95,0.39909145167186405,0.005,False,label_mar,pooled_erm,v0,6102
0.05,1.880254308887328,0.005,False,label_mar,prior_separated,v2,6102
0.1,1.7356560218298647,0.005,False,label_mar,prior_separated,v2,6102
0.15,1.6435284818850466,0.005,False,label_mar,prior_separated,v2,6102
0.2,1.5009842560076259,0.005,False,label_mar,prior_separated,v2,6102
0.25,1.3870321846612523,0.005,False,label_mar,prior_separated,v2,6102
0.3,1.260590839780192,0.005,False,label_mar,prior_separated,v2,6102
0.35,1.2026863643821393,0.005,False,label_mar,prior_separated,v2,6102
0.4,1.057429731853689,0.005,False,label_mar,prior_separated,v2,6102
0.45,0.9017690191562292,0.005,False,label_mar,prior_separated,v2,6102
0.5,0.7919263090018784,0.005,False,label_mar,prior_separated,v2,6102
0.55,0.7378743851610254,0.005,False,label_mar,prior_separated,v2,6102
0.6,0.596825444774065,0.005,False,label_mar,prior_separated,v2,6102
0.65,0.5289275955658422,0.005,False,label_mar,prior_separated,v2,6102
0.7,0.301512662975143,0.005,False,label_mar,prior_separated,v2,6102
0.75,0.258905821223307,0.005,False,label_mar,prior_separated,v2,6102
0.8,0.1758736335963423,0.005,False,label_mar,prior_separated,v2,6102
0.85,0.1370002502238621,0.015,False,label_mar,prior_separated,v2,6102
0.9,0.19447645180110337,0.005,False,label_mar,prior_separated,v2,6102
0.95,0.26423911466522626,0.005,False,label_mar,prior_separated,v2,6102
0.05,1.979946470279659,0.005,False,label_mar,structured_policy_bank,v4,6102
0.1,1.888127137735788,0.005,False,label_mar,structured_policy_bank,v4,6102
0.15,1.7033770499662946,0.005,False,label_mar,structured_policy_bank,v4,6102
0.2,1.618077449831116,0.005,False,label_mar,structured_policy_bank,v4,6102
0.25,1.453561004544647,0.005,False,label_mar,structured_policy_bank,v4,6102
0.3,1.394657684406284,0.005,False,label_mar,structured_policy_bank,v4,6102
0.35,1.1860249240932206,0.005,False,label_mar,structured_policy_bank,v4,6102
0.4,1.0664666434581793,0.005,False,label_mar,structured_policy_bank,v4,6102
0.45,0.976288503957974,0.005,False,label_mar,structured_policy_bank,v4,6102
0.5,0.8619707331319368,0.005,False,label_mar,structured_policy_bank,v4,6102
0.55,0.7416475588146875,0.005,False,label_mar,structured_policy_bank,v4,6102
0.6,0.6325729437250632,0.005,False,label_mar,structured_policy_bank,v4,6102
0.65,0.552552949785051,0.005,False,label_mar,structured_policy_bank,v4,6102
0.7,0.346747717466893,0.005,False,label_mar,structured_policy_bank,v4,6102
0.75,0.23827379309255073,0.005,False,label_mar,structured_policy_bank,v4,6102
0.8,0.19332690832653418,0.005,False,label_mar,structured_policy_bank,v4,6102
0.85,0.18120597636003954,0.005,False,label_mar,structured_policy_bank,v4,6102
0.9,0.22718630090965233,0.005,False,label_mar,structured_policy_bank,v4,6102
0.95,0.3253072867881175,0.005,False,label_mar,structured_policy_bank,v4,6102
0.05,2.0579046267592003,0.005,False,label_mar,site_only_dro,v5_site,6102
0.1,1.9890650729834007,0.005,False,label_mar,site_only_dro,v5_site,6102
0.15,1.8628018714468368,0.005,False,label_mar,site_only_dro,v5_site,6102
0.2,1.7304442425907667,0.005,False,label_mar,site_only_dro,v5_site,6102
0.25,1.502364504962341,0.005,False,label_mar,site_only_dro,v5_site,6102
0.3,1.455307297915729,0.005,False,label_mar,site_only_dro,v5_site,6102
0.35,1.209179587866947,0.005,False,label_mar,site_only_dro,v5_site,6102
0.4,1.1001451434327152,0.005,False,label_mar,site_only_dro,v5_site,6102
0.45,0.9639483136730792,0.005,False,label_mar,site_only_dro,v5_site,6102
0.5,0.9242526730489774,0.005,False,label_mar,site_only_dro,v5_site,6102
0.55,0.7998462419657512,0.005,False,label_mar,site_only_dro,v5_site,6102
0.6,0.7050161460482114,0.005,False,label_mar,site_only_dro,v5_site,6102
0.65,0.5655515110929271,0.005,False,label_mar,site_only_dro,v5_site,6102
0.7,0.35768958610055296,0.005,False,label_mar,site_only_dro,v5_site,6102
0.75,0.304150857316386,0.005,False,label_mar,site_only_dro,v5_site,6102
0.8,0.22090825321307425,0.005,False,label_mar,site_only_dro,v5_site,6102
0.85,0.18552839557261944,0.005,False,label_mar,site_only_dro,v5_site,6102
0.9,0.23419956641064663,0.005,False,label_mar,site_only_dro,v5_site,6102
0.95,0.3269127626070994,0.005,False,label_mar,site_only_dro,v5_site,6102
0.05,2.073110986268422,0.005,False,label_mar,mask_only_dro,v5_mask,6102
0.1,1.9473899749002423,0.005,False,label_mar,mask_only_dro,v5_mask,6102
0.15,1.814380291791733,0.005,False,label_mar,mask_only_dro,v5_mask,6102
0.2,1.6333456331827276,0.005,False,label_mar,mask_only_dro,v5_mask,6102
0.25,1.583240632684613,0.005,False,label_mar,mask_only_dro,v5_mask,6102
0.3,1.3937509625111018,0.005,False,label_mar,mask_only_dro,v5_mask,6102
0.35,1.2383577108300134,0.005,False,label_mar,mask_only_dro,v5_mask,6102
0.4,1.136752930865166,0.005,False,label_mar,mask_only_dro,v5_mask,6102
0.45,1.0015678020034213,0.005,False,label_mar,mask_only_dro,v5_mask,6102
0.5,0.9617197328029355,0.005,False,label_mar,mask_only_dro,v5_mask,6102
0.55,0.7792992732972553,0.005,False,label_mar,mask_only_dro,v5_mask,6102
0.6,0.6068611012654185,0.005,False,label_mar,mask_only_dro,v5_mask,6102
0.65,0.47159833839262405,0.005,False,label_mar,mask_only_dro,v5_mask,6102
0.7,0.4152222261224885,0.005,False,label_mar,mask_only_dro,v5_mask,6102
0.75,0.2839578510023509,0.005,False,label_mar,mask_only_dro,v5_mask,6102
0.8,0.20413128978735381,0.005,False,label_mar,mask_only_dro,v5_mask,6102
0.85,0.16013415692645963,0.03,False,label_mar,mask_only_dro,v5_mask,6102
0.9,0.24991197563449755,0.005,False,label_mar,mask_only_dro,v5_mask,6102
0.95,0.3457843443066799,0.005,False,label_mar,mask_only_dro,v5_mask,6102
0.05,2.052029185412301,0.005,False,label_mar,site_mask_dro,v5,6102
0.1,1.941338154889355,0.005,False,label_mar,site_mask_dro,v5,6102
0.15,1.8203865608549246,0.005,False,label_mar,site_mask_dro,v5,6102
0.2,1.6408891873788385,0.005,False,label_mar,site_mask_dro,v5,6102
0.25,1.4737257850897258,0.005,False,label_mar,site_mask_dro,v5,6102
0.3,1.4054933136531502,0.005,False,label_mar,site_mask_dro,v5,6102
0.35,1.2759180599159652,0.005,False,label_mar,site_mask_dro,v5,6102
0.4,1.1626672878285185,0.005,False,label_mar,site_mask_dro,v5,6102
0.45,0.9697177722005549,0.005,False,label_mar,site_mask_dro,v5,6102
0.5,0.9343629178494974,0.005,False,label_mar,site_mask_dro,v5,6102
0.55,0.724766287597935,0.005,False,label_mar,site_mask_dro,v5,6102
0.6,0.5963113715536261,0.005,False,label_mar,site_mask_dro,v5,6102
0.65,0.5032573945228048,0.005,False,label_mar,site_mask_dro,v5,6102
0.7,0.39454969751167174,0.005,False,label_mar,site_mask_dro,v5,6102
0.75,0.25853399116475334,0.005,False,label_mar,site_mask_dro,v5,6102
0.8,0.22427182860247874,0.005,False,label_mar,site_mask_dro,v5,6102
0.85,0.2071292659461644,0.005,False,label_mar,site_mask_dro,v5,6102
0.9,0.24211609052009342,0.005,False,label_mar,site_mask_dro,v5,6102
0.95,0.330400699070461,0.005,False,label_mar,site_mask_dro,v5,6102
0.05,2.023532743218532,0.005,False,label_mar,site_mask_dro_ane,v7,6102
0.1,1.875437501091514,0.005,False,label_mar,site_mask_dro_ane,v7,6102
0.15,1.7754510580578355,0.005,False,label_mar,site_mask_dro_ane,v7,6102
0.2,1.734958462276823,0.005,False,label_mar,site_mask_dro_ane,v7,6102
0.25,1.4992413943751017,0.005,False,label_mar,site_mask_dro_ane,v7,6102
0.3,1.386475718074058,0.005,False,label_mar,site_mask_dro_ane,v7,6102
0.35,1.2554961978790533,0.005,False,label_mar,site_mask_dro_ane,v7,6102
0.4,1.156131148002724,0.005,False,label_mar,site_mask_dro_ane,v7,6102
0.45,1.0375522196896483,0.005,False,label_mar,site_mask_dro_ane,v7,6102
0.5,0.96397404878075,0.005,False,label_mar,site_mask_dro_ane,v7,6102
0.55,0.8542724366256609,0.005,False,label_mar,site_mask_dro_ane,v7,6102
0.6,0.7063887790701342,0.005,False,label_mar,site_mask_dro_ane,v7,6102
0.65,0.563451050249033,0.005,False,label_mar,site_mask_dro_ane,v7,6102
0.7,0.4551552619362096,0.005,False,label_mar,site_mask_dro_ane,v7,6102
0.75,0.34970986045614777,0.005,False,label_mar,site_mask_dro_ane,v7,6102
0.8,0.25046324889907773,0.005,False,label_mar,site_mask_dro_ane,v7,6102
0.85,0.2350181831604925,0.005,False,label_mar,site_mask_dro_ane,v7,6102
0.9,0.28548787863434294,0.005,False,label_mar,site_mask_dro_ane,v7,6102
0.95,0.34356512148671947,0.005,False,label_mar,site_mask_dro_ane,v7,6102
0.05,2.147926433039069,0.005,False,label_mar,pooled_erm,v0,6103
0.1,1.990465940129378,0.005,False,label_mar,pooled_erm,v0,6103
0.15,1.8474432598395607,0.005,False,label_mar,pooled_erm,v0,6103
0.2,1.6897635244164568,0.005,False,label_mar,pooled_erm,v0,6103
0.25,1.6555475711536662,0.005,False,label_mar,pooled_erm,v0,6103
0.3,1.535130938610845,0.005,False,label_mar,pooled_erm,v0,6103
0.35,1.2852590691304755,0.005,False,label_mar,pooled_erm,v0,6103
0.4,1.2343675053869412,0.005,False,label_mar,pooled_erm,v0,6103
0.45,1.0477419974356712,0.005,False,label_mar,pooled_erm,v0,6103
0.5,1.010363498643013,0.005,False,label_mar,pooled_erm,v0,6103
0.55,0.8835136431149766,0.005,False,label_mar,pooled_erm,v0,6103
0.6,0.7366191774918741,0.005,False,label_mar,pooled_erm,v0,6103
0.65,0.6298030480173945,0.005,False,label_mar,pooled_erm,v0,6103
0.7,0.4298286185187356,0.005,False,label_mar,pooled_erm,v0,6103
0.75,0.34196761826784033,0.005,False,label_mar,pooled_erm,v0,6103
0.8,0.22101550625257316,0.005,False,label_mar,pooled_erm,v0,6103
0.85,0.11429277491238345,0.175,True,label_mar,pooled_erm,v0,6103
0.9,0.16460862712329946,0.005,False,label_mar,pooled_erm,v0,6103
0.95,0.22867879106235398,0.005,False,label_mar,pooled_erm,v0,6103
0.05,1.376350813541098,0.005,False,label_mar,prior_separated,v2,6103
0.1,1.2355549606288958,0.005,False,label_mar,prior_separated,v2,6103
0.15,1.2224908207839975,0.005,False,label_mar,prior_separated,v2,6103
0.2,0.9802435843154941,0.005,False,label_mar,prior_separated,v2,6103
0.25,1.0009732298314595,0.005,False,label_mar,prior_separated,v2,6103
0.3,0.8637622496141167,0.005,False,label_mar,prior_separated,v2,6103
0.35,0.7825657133608211,0.005,False,label_mar,prior_separated,v2,6103
0.4,0.7471065109820968,0.005,False,label_mar,prior_separated,v2,6103
0.45,0.6785460978422306,0.005,False,label_mar,prior_separated,v2,6103
0.5,0.5630847405512706,0.005,False,label_mar,prior_separated,v2,6103
0.55,0.4415491072512639,0.005,False,label_mar,prior_separated,v2,6103
0.6,0.35467811585024256,0.005,False,label_mar,prior_separated,v2,6103
0.65,0.28531622248679384,0.005,False,label_mar,prior_separated,v2,6103
0.7,0.2088652237875476,0.005,False,label_mar,prior_separated,v2,6103
0.75,0.20354843360780692,0.005,False,label_mar,prior_separated,v2,6103
0.8,0.12159938331078958,0.045,False,label_mar,prior_separated,v2,6103
0.85,0.16932003780369828,0.005,False,label_mar,prior_separated,v2,6103
0.9,0.18431152770946357,0.005,False,label_mar,prior_separated,v2,6103
0.95,0.28384688045553563,0.005,False,label_mar,prior_separated,v2,6103
0.05,2.151787507412951,0.005,False,label_mar,structured_policy_bank,v4,6103
0.1,2.001957240695947,0.005,False,label_mar,structured_policy_bank,v4,6103
0.15,1.8498739148276624,0.005,False,label_mar,structured_policy_bank,v4,6103
0.2,1.7396998258196543,0.005,False,label_mar,structured_policy_bank,v4,6103
0.25,1.6105151878278818,0.005,False,label_mar,structured_policy_bank,v4,6103
0.3,1.4683089397341431,0.005,False,label_mar,structured_policy_bank,v4,6103
0.35,1.3285579255444098,0.005,False,label_mar,structured_policy_bank,v4,6103
0.4,1.2888680109537922,0.005,False,label_mar,structured_policy_bank,v4,6103
0.45,1.0865924931608457,0.005,False,label_mar,structured_policy_bank,v4,6103
0.5,0.9657850279806993,0.005,False,label_mar,structured_policy_bank,v4,6103
0.55,0.7859835827495218,0.005,False,label_mar,structured_policy_bank,v4,6103
0.6,0.6590572810387344,0.005,False,label_mar,structured_policy_bank,v4,6103
0.65,0.5457945156717708,0.005,False,label_mar,structured_policy_bank,v4,6103
0.7,0.3655387887226467,0.005,False,label_mar,structured_policy_bank,v4,6103
0.75,0.26154746493691183,0.005,False,label_mar,structured_policy_bank,v4,6103
0.8,0.14931450291173243,0.02,False,label_mar,structured_policy_bank,v4,6103
0.85,0.10090958834221157,0.3,True,label_mar,structured_policy_bank,v4,6103
0.9,0.19194363747261187,0.005,False,label_mar,structured_policy_bank,v4,6103
0.95,0.2714585047159138,0.005,False,label_mar,structured_policy_bank,v4,6103
0.05,2.0645687719233297,0.005,False,label_mar,site_only_dro,v5_site,6103
0.1,2.0004907014188986,0.005,False,label_mar,site_only_dro,v5_site,6103
0.15,1.7923231086046612,0.005,False,label_mar,site_only_dro,v5_site,6103
0.2,1.6979859465625495,0.005,False,label_mar,site_only_dro,v5_site,6103
0.25,1.6162121570715122,0.005,False,label_mar,site_only_dro,v5_site,6103
0.3,1.4629246276431467,0.005,False,label_mar,site_only_dro,v5_site,6103
0.35,1.273653272654468,0.005,False,label_mar,site_only_dro,v5_site,6103
0.4,1.2003547692880687,0.005,False,label_mar,site_only_dro,v5_site,6103
0.45,1.063019881204359,0.005,False,label_mar,site_only_dro,v5_site,6103
0.5,0.9718295757912753,0.005,False,label_mar,site_only_dro,v5_site,6103
0.55,0.7699246115314385,0.005,False,label_mar,site_only_dro,v5_site,6103
0.6,0.6525025186849263,0.005,False,label_mar,site_only_dro,v5_site,6103
0.65,0.49557315711064515,0.005,False,label_mar,site_only_dro,v5_site,6103
0.7,0.4350996437614881,0.005,False,label_mar,site_only_dro,v5_site,6103
0.75,0.32782100567790073,0.005,False,label_mar,site_only_dro,v5_site,6103
0.8,0.24854047778130262,0.005,False,label_mar,site_only_dro,v5_site,6103
0.85,0.18426097935590038,0.005,False,label_mar,site_only_dro,v5_site,6103
0.9,0.24214087699417608,0.005,False,label_mar,site_only_dro,v5_site,6103
0.95,0.31893581217030303,0.005,False,label_mar,site_only_dro,v5_site,6103
0.05,2.118124111613126,0.005,False,label_mar,mask_only_dro,v5_mask,6103
0.1,1.9944253960281333,0.005,False,label_mar,mask_only_dro,v5_mask,6103
0.15,1.7764236525650936,0.005,False,label_mar,mask_only_dro,v5_mask,6103
0.2,1.7712137848439842,0.005,False,label_mar,mask_only_dro,v5_mask,6103
0.25,1.5413257668856775,0.005,False,label_mar,mask_only_dro,v5_mask,6103
0.3,1.396463347930548,0.005,False,label_mar,mask_only_dro,v5_mask,6103
0.35,1.3000680567680885,0.005,False,label_mar,mask_only_dro,v5_mask,6103
0.4,1.2076991924845981,0.005,False,label_mar,mask_only_dro,v5_mask,6103
0.45,1.0491853813052516,0.005,False,label_mar,mask_only_dro,v5_mask,6103
0.5,0.960909251010921,0.005,False,label_mar,mask_only_dro,v5_mask,6103
0.55,0.7903598072748171,0.005,False,label_mar,mask_only_dro,v5_mask,6103
0.6,0.7024964968824013,0.005,False,label_mar,mask_only_dro,v5_mask,6103
0.65,0.59793091447431,0.005,False,label_mar,mask_only_dro,v5_mask,6103
0.7,0.43621615040581524,0.005,False,label_mar,mask_only_dro,v5_mask,6103
0.75,0.3128643125539725,0.005,False,label_mar,mask_only_dro,v5_mask,6103
0.8,0.30467157602525147,0.005,False,label_mar,mask_only_dro,v5_mask,6103
0.85,0.2291065746997406,0.005,False,label_mar,mask_only_dro,v5_mask,6103
0.9,0.27548090762928,0.005,False,label_mar,mask_only_dro,v5_mask,6103
0.95,0.3610165991084438,0.005,False,label_mar,mask_only_dro,v5_mask,6103
0.05,2.0264954015591776,0.005,False,label_mar,site_mask_dro,v5,6103
