outer_target,inner_validation,experiment,variant,parameter_id,parameters_json,seed,policy,mask_replicate,n,prevalence,roc_auc,average_precision,log_loss,balanced_log_loss,brier,balanced_brier,accuracy,balanced_accuracy,f1,precision,recall,sensitivity_at_80_specificity,calibration_intercept,calibration_slope,aurc
cleveland,hungary,mirrams_equation9,mirrams,0,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_30,1,294.0,0.36054421768707484,0.842683661180249,0.7196491814221859,0.6308742162687433,0.5570401111093777,0.19474931074289814,0.17333344400136885,0.7551020408163265,0.7776495383380169,0.7165354330708661,0.6148648648648649,0.8584905660377359,0.7830188679245284,-1.2610291198051402,0.71592398585249,0.21991192226141562
cleveland,hungary,mirrams_equation9,mirrams,0,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_50,0,294.0,0.36054421768707484,0.7875351264552388,0.6373216806839445,0.8262481700000944,0.7006575511133887,0.2595229588232243,0.219824826225073,0.6666666666666666,0.7167302288237656,0.6597222222222222,0.521978021978022,0.8962264150943396,0.5849056603773585,-1.30825191789227,0.5924209467482315,0.3204578207084944
cleveland,hungary,mirrams_equation9,mirrams,0,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_50,1,294.0,0.36054421768707484,0.7852769971898835,0.6785802228844163,0.8261675826895404,0.7087044439207214,0.26452249561625524,0.22689183300975496,0.6394557823129252,0.691338819751104,0.636986301369863,0.5,0.8773584905660378,0.6698113207547169,-1.3127398642613572,0.5948014323778829,0.2993969730557141
cleveland,hungary,mirrams_equation9,mirrams,0,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.1, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,natural,0,294.0,0.36054421768707484,0.8731934965877157,0.7320560291090541,0.5616448938846373,0.4996359998549791,0.16163350862472248,0.1466305328375553,0.8129251700680272,0.8208048976314732,0.7659574468085106,0.6976744186046512,0.8490566037735849,0.839622641509434,-1.1701340743444173,0.7028236638442102,0.19741150867963103
cleveland,hungary,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_advanced,0,294.0,0.36054421768707484,0.8737454837414693,0.7435131030570193,0.5815840144159313,0.5102487997386691,0.17035406922593316,0.15180852176481474,0.8027210884353742,0.812826174227218,0.7563025210084033,0.6818181818181818,0.8490566037735849,0.8113207547169812,-1.2911368088768,0.7408269327412926,0.19819240587047138
cleveland,hungary,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_exercise,0,294.0,0.36054421768707484,0.8152850260939382,0.7057047485359718,0.6096217430868457,0.5634331876385187,0.1951291713654005,0.18182396596938397,0.7346938775510204,0.743175431553593,0.6776859504132231,0.6029411764705882,0.7735849056603774,0.6698113207547169,-0.9277209254564733,0.7284983222661555,0.2206752160495208
cleveland,hungary,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_routine,0,294.0,0.36054421768707484,0.8872440786832597,0.7598388105698756,0.7084530768962808,0.5815545338297277,0.20855312143510743,0.17086825219541557,0.7448979591836735,0.7881874749096749,0.7272727272727273,0.591715976331361,0.9433962264150944,0.8207547169811321,-2.0437603177491974,0.8524385650844993,0.2389465978982448
cleveland,hungary,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,empirical_source,0,294.0,0.36054421768707484,0.8406764351665997,0.7136940397588023,0.730278927317017,0.6189134073307597,0.21781386623096824,0.1851815237655567,0.7142857142857143,0.753964271376957,0.6934306569343066,0.5654761904761905,0.8962264150943396,0.7264150943396226,-1.4675451721053991,0.6834409914352289,0.2536373871397495
cleveland,hungary,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,empirical_source,1,294.0,0.36054421768707484,0.8486300682456844,0.7374727979651864,0.7388535125726308,0.6233304100461634,0.21498264157630673,0.1829242268468995,0.7380952380952381,0.7664090726615818,0.7049808429118773,0.5935483870967742,0.8679245283018868,0.7169811320754716,-1.515525734028216,0.6723447507273401,0.24434238419126564
cleveland,hungary,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mar_age_sex_30,0,294.0,0.36054421768707484,0.8609995985547972,0.7407570028607038,0.6483263857823414,0.561577421288384,0.1992510712593868,0.17422378464300092,0.7448979591836735,0.7696708149337615,0.708171206225681,0.6026490066225165,0.8584905660377359,0.7641509433962265,-1.4180578777359343,0.7316862751815478,0.22543702098270368
cleveland,hungary,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mar_age_sex_30,1,294.0,0.36054421768707484,0.8532215977519069,0.7292674975768412,0.6464603053386027,0.5612417597668555,0.1893645708017673,0.16653780931475543,0.7687074829931972,0.7882878362103574,0.728,0.6319444444444444,0.8584905660377359,0.7547169811320755,-1.2949539230866967,0.6833786390793379,0.22101003635181887
cleveland,hungary,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_10,0,294.0,0.36054421768707484,0.8659173022882377,0.7488126533393327,0.6217764828819992,0.5392272198894449,0.18692072260678383,0.16344166949667654,0.7653061224489796,0.7876856684062625,0.7272727272727273,0.6258503401360545,0.8679245283018868,0.7735849056603774,-1.3733573353686979,0.7396622370172256,0.2071159925842989
cleveland,hungary,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_10,1,294.0,0.36054421768707484,0.8664692894419911,0.7352703773096649,0.6238261344516958,0.5381458182667915,0.1841799079616978,0.16019435384006153,0.782312925170068,0.8030409474106784,0.744,0.6458333333333334,0.8773584905660378,0.7735849056603774,-1.3755661739283824,0.7376089969582225,0.21793509148886808
cleveland,hungary,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_30,0,294.0,0.36054421768707484,0.8255720594138901,0.7011398540544664,0.7393881792290607,0.636166205684346,0.22904457745222645,0.1988916428197651,0.6972789115646258,0.7283219590525893,0.6666666666666666,0.5527950310559007,0.839622641509434,0.7452830188679245,-1.4039865188699663,0.666642676066618,0.26529346174050444
cleveland,hungary,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_30,1,294.0,0.36054421768707484,0.847551184263348,0.7317582745583391,0.6833574741224105,0.585584748957532,0.2153358819399675,0.18476245673394442,0.7040816326530612,0.7418707346447211,0.6813186813186813,0.5568862275449101,0.8773584905660378,0.7924528301886793,-1.5241040775231174,0.7747343318473543,0.23872252263220659
cleveland,hungary,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_50,0,294.0,0.36054421768707484,0.789743075070253,0.6439288988576849,0.8922534559003796,0.7393303884629074,0.2830268569999957,0.2329636044809555,0.6292517006802721,0.6936471296668005,0.6426229508196721,0.49246231155778897,0.9245283018867925,0.5754716981132075,-1.5713107612671011,0.6611173254764893,0.3451065632808788
cleveland,hungary,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mcar_50,1,294.0,0.36054421768707484,0.7890907266158168,0.6740762902161775,0.8970302829335677,0.7517402596143415,0.2888297407718554,0.24129689255009068,0.6020408163265306,0.6661983139301486,0.6188925081433225,0.472636815920398,0.8962264150943396,0.6792452830188679,-1.5278415420332445,0.6365230874586908,0.32848050518091415
cleveland,hungary,mirrams_equation9,mirrams,1,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.2, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,natural,0,294.0,0.36054421768707484,0.8792151746286632,0.7513780069136548,0.5819927462258191,0.5058432472553908,0.17056645948623606,0.15005108044954266,0.7959183673469388,0.8095644319550381,0.7520661157024794,0.6691176470588235,0.8584905660377359,0.8301886792452831,-1.3749422846586223,0.7682946119215769,0.19623065826863031
cleveland,hungary,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_advanced,0,294.0,0.36054421768707484,0.8766559614612606,0.7662045715379693,0.6572930228001397,0.5551537079264344,0.19866611478413768,0.1684965991699627,0.7585034013605442,0.7885387394620634,0.7279693486590039,0.6129032258064516,0.8962264150943396,0.8018867924528302,-1.6827692514377721,0.8195001038847967,0.2149723115135817
cleveland,hungary,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_exercise,0,294.0,0.36054421768707484,0.8186471296668005,0.7139900780198605,0.6661287528701731,0.5868266031286564,0.21547060347644087,0.18907486667163723,0.7142857142857143,0.7436772380570053,0.6818181818181818,0.569620253164557,0.8490566037735849,0.6981132075471698,-1.229735592626241,0.7999988161568857,0.24833584016968072
cleveland,hungary,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,drop_routine,0,294.0,0.36054421768707484,0.8900040144520273,0.7748351535803568,0.7097528836824099,0.5826898160757441,0.21621726325214477,0.17676949409322834,0.7346938775510204,0.7822661581694099,0.7214285714285714,0.5804597701149425,0.9528301886792453,0.8301886792452831,-2.143710665201609,0.9259244134648239,0.23698040893087974
cleveland,hungary,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,empirical_source,0,294.0,0.36054421768707484,0.8478522681653954,0.7439024333445015,0.7822194349943448,0.6494148297323167,0.2417211679980696,0.20009632714807118,0.7074829931972789,0.754817342432758,0.6950354609929078,0.5568181818181818,0.9245283018867925,0.7830188679245284,-1.7841833361056254,0.7823363323781185,0.268664543460073
cleveland,hungary,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,empirical_source,1,294.0,0.36054421768707484,0.8516910879164994,0.7560812222288679,0.7876567713789003,0.653896444135113,0.23924388798728818,0.19872036869843757,0.7108843537414966,0.7513046969088719,0.6909090909090909,0.5621301775147929,0.8962264150943396,0.7735849056603774,-1.7721158447300394,0.7562879068699111,0.25895816202430644
cleveland,hungary,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mar_age_sex_30,0,294.0,0.36054421768707484,0.8670212765957447,0.7752119993083559,0.6940341211302444,0.5858180325189988,0.21809090259388825,0.18442936467676468,0.7210884353741497,0.7572260136491369,0.6962962962962963,0.573170731707317,0.8867924528301887,0.7735849056603774,-1.7292462134987432,0.8225083682450274,0.23125494407179162
cleveland,hungary,mirrams_equation9,mirrams,2,"{""d_model"": 64, ""dropout"": 0.1, ""evaluation_interval"": 5, ""learning_rate"": 0.0001, ""max_epochs"": 120, ""mirrams_confidence"": 0.95, ""mirrams_lambda_1"": 15.0, ""mirrams_lambda_2"": 15.0, ""mirrams_mask_rate"": 0.3, ""n_heads"": 4, ""n_layers"": 2, ""patience_evaluations"": 8, ""validation_mask_replicates"": 2, ""weight_decay"": 0.001}",5062,mar_age_sex_30,1,294.0,0.36054421768707484,0.862053392211963,0.7551850172708436,0.6896386714334944,0.5830161782431036,0.2082239283843053,0.1766595026873964,0.7619047619047619,0.7953131272581293,0.7348484848484849,0.6139240506329114,0.9150943396226415,0.7735849056603774,-1.6072814787445815,0.7745099684478898,0.2279546664235187
